['121', '189', '40', '533', '733', '176', '192', '66', '238', '363', '860', '594', '341', '214', '459', '914', '764', '754', '433', '734']
['351', '350', '695', '757', '248', '196', '681', '476', '554', '532', '14', '831', '216', '73', '72', '876', '60', '471', '169', '941']
['46', '672', '242', '882', '439', '369', '419', '371', '932', '797', '387', '597', '840', '245', '62', '916', '565', '454', '174', '411']
['79', '901', '875', '389', '482', '890', '223', '200', '691', '750', '243', '291', '132', '547', '262', '979', '198', '779', '959', '954']
['401', '87', '987', '82', '422', '17', '1', '158', '707', '343', '880', '300', '95', '376', '305', '946', '756', '844', '962', '254']
['898', '391', '29', '869', '606', '524', '870', '700', '886', '686', '65', '170', '160', '274', '862', '107', '925', '967', '336', '885']
['410', '501', '408', '526', '970', '69', '188', '602', '89', '31', '420', '462', '567', '917', '641', '942', '282', '147', '827', '140']
['523', '228', '400', '575', '632', '226', '635', '297', '166', '939', '887', '180', '832', '593', '382', '298', '781', '421', '333', '751']
['830', '207', '981', '397', '846', '314', '935', '104', '320', '215', '556', '690', '572', '321', '118', '586', '63', '682', '468', '553']
['723', '312', '801', '278', '368', '972', '799', '273', '99', '294', '398', '485', '316', '234', '308', '434', '964', '855', '130', '396']
['42', '607', '494', '696', '657', '448', '292', '335', '3', '450', '873', '868', '425', '613', '930', '267', '186', '193', '710', '100']
['550', '268', '980', '495', '693', '823', '135', '995', '481', '361', '380', '257', '326', '34', '806', '966', '145', '833', '153', '362']
['181', '484', '515', '904', '900', '194', '933', '296', '415', '12', '864', '260', '504', '848', '820', '25', '418', '427', '527', '822']
['837', '912', '430', '36', '661', '653', '659', '783', '762', '246', '224', '85', '379', '997', '247', '279', '315', '503', '950', '11']
['106', '477', '219', '414', '331', '808', '469', '561', '392', '178', '304', '479', '424', '27', '720', '943', '988', '851', '353', '664']
['741', '281', '120', '203', '499', '309', '705', '71', '931', '232', '881', '426', '50', '813', '41', '473', '451', '603', '399', '588']
['356', '496', '684', '665', '324', '0', '786', '678', '288', '763', '539', '789', '758', '645', '944', '919', '521', '921', '456', '601']
['698', '711', '311', '299', '9', '156', '167', '699', '730', '394', '989', '441', '53', '443', '560', '540', '945', '615', '381', '566']
['403', '461', '626', '45', '858', '894', '230', '366', '122', '614', '212', '574', '677', '360', '179', '583', '947', '354', '648', '716']
['628', '519', '611', '463', '88', '449', '364', '171', '218', '51', '907', '680', '240', '15', '552', '131', '500', '505', '636', '578']
['537', '8', '666', '172', '173', '955', '974', '824', '760', '175', '816', '977', '777', '19', '184', '568', '157', '33', '388', '23']
['18', '746', '647', '255', '429', '275', '839', '264', '969', '144', '652', '983', '963', '445', '162', '911', '437', '534', '674', '390']
['961', '580', '564', '68', '217', '61', '815', '365', '985', '915', '605', '706', '577', '584', '853', '888', '948', '28', '675', '44']
['108', '266', '877', '650', '98', '968', '805', '899', '854', '727', '139', '845', '685', '338', '670', '884', '488', '624', '236', '5']
['633', '551', '70', '313', '126', '998', '776', '795', '149', '562', '769', '742', '125', '141', '329', '818', '93', '374', '617', '263']
['576', '739', '780', '464', '951', '221', '618', '737', '631', '84', '654', '470', '708', '520', '384', '75', '883', '622', '249', '319']
['792', '702', '231', '435', '148', '293', '878', '202', '994', '113', '600', '272', '621', '480', '393', '287', '753', '508', '80', '908']
['747', '910', '610', '701', '513', '302', '283', '826', '92', '512', '604', '455', '475', '651', '237', '528', '692', '538', '190', '859']
['127', '663', '852', '38', '233', '253', '841', '97', '926', '486', '906', '510', '325', '729', '984', '423', '850', '782', '843', '697']
['284', '766', '112', '428', '378', '134', '535', '671', '744', '673', '759', '798', '778', '340', '81', '625', '37', '55', '332', '960']
['976', '579', '803', '627', '585', '722', '10', '724', '893', '902', '752', '689', '452', '847', '589', '809', '856', '493', '359', '905']
['115', '743', '206', '322', '609', '598', '432', '649', '658', '440', '616', '404', '406', '164', '244', '373', '498', '646', '811', '996']
['545', '349', '903', '460', '446', '83', '2', '210', '261', '209', '417', '409', '569', '94', '197', '199', '344', '531', '191', '788']
['280', '836', '159', '814', '227', '714', '548', '892', '771', '683', '542', '339', '137', '128', '595', '138', '958', '367', '328', '357']
['571', '530', '669', '879', '142', '736', '591', '290', '993', '821', '923', '289', '829', '225', '4', '124', '640', '235', '913', '502']
