['268', '405', '454', '430', '77', '232', '912', '956', '570', '398']
['417', '206', '705', '893', '645', '980', '693', '275', '539', '369']
['213', '395', '308', '787', '201', '553', '739', '573', '722', '776']
['226', '103', '772', '465', '831', '662', '919', '526', '259', '864']
['265', '249', '791', '230', '632', '146', '869', '346', '448', '878']
['37', '406', '31', '879', '815', '302', '1', '790', '993', '165']
['157', '749', '615', '603', '339', '282', '72', '651', '613', '962']
['209', '457', '380', '181', '34', '188', '803', '185', '18', '434']
['450', '485', '500', '76', '256', '816', '984', '258', '597', '760']
['627', '248', '935', '966', '819', '245', '823', '795', '317', '828']
['904', '898', '854', '557', '681', '688', '520', '741', '21', '437']
['601', '122', '872', '439', '320', '523', '837', '563', '435', '999']
['47', '190', '65', '840', '231', '105', '106', '584', '234', '6']
['931', '938', '378', '691', '124', '472', '78', '783', '128', '469']
['577', '483', '479', '572', '863', '765', '102', '279', '876', '585']
['985', '152', '855', '967', '667', '545', '619', '506', '528', '111']
['844', '366', '653', '514', '443', '497', '145', '87', '489', '370']
['11', '344', '237', '862', '148', '554', '731', '518', '407', '937']
['930', '756', '673', '58', '847', '936', '309', '591', '547', '799']
['778', '551', '670', '675', '224', '372', '902', '43', '652', '278']
['762', '418', '376', '140', '638', '264', '160', '529', '419', '69']
['845', '327', '946', '810', '12', '766', '843', '690', '0', '713']
['758', '332', '92', '666', '561', '986', '639', '941', '464', '393']
['505', '983', '657', '628', '41', '313', '196', '835', '932', '284']
['243', '470', '811', '401', '951', '895', '285', '631', '742', '915']
['223', '311', '40', '900', '156', '217', '383', '368', '468', '988']
['808', '607', '335', '710', '501', '813', '917', '60', '635', '556']
['141', '644', '195', '958', '781', '643', '832', '86', '482', '170']
['793', '887', '186', '498', '441', '885', '868', '875', '740', '587']
['207', '24', '716', '774', '262', '806', '408', '779', '782', '8']
['796', '694', '305', '59', '590', '115', '647', '861', '23', '530']
['617', '978', '202', '699', '210', '163', '374', '636', '599', '463']
['727', '154', '287', '137', '571', '838', '381', '180', '818', '621']
['841', '717', '46', '44', '399', '211', '508', '944', '521', '637']
['569', '610', '13', '133', '736', '392', '215', '54', '477', '388']
['679', '608', '214', '880', '281', '118', '589', '358', '709', '833']
['683', '849', '606', '91', '979', '593', '20', '728', '959', '445']
['641', '663', '283', '375', '61', '668', '704', '945', '982', '524']
['866', '538', '100', '276', '371', '25', '578', '420', '602', '732']
['171', '89', '460', '117', '98', '954', '886', '911', '805', '175']
['38', '786', '957', '413', '147', '241', '452', '334', '321', '95']
['324', '963', '394', '119', '777', '702', '848', '658', '447', '827']
['525', '960', '236', '686', '723', '546', '260', '618', '360', '767']
['363', '730', '161', '661', '626', '169', '541', '247', '565', '850']
['10', '594', '402', '471', '329', '726', '515', '82', '183', '929']
['817', '834', '804', '719', '532', '109', '889', '367', '481', '499']
['857', '382', '400', '99', '961', '692', '939', '973', '504', '436']
['502', '294', '975', '614', '924', '126', '968', '550', '918', '150']
['928', '36', '981', '625', '775', '108', '586', '583', '42', '623']
['179', '301', '576', '755', '916', '579', '15', '348', '409', '871']
['412', '341', '629', '254', '220', '534', '622', '697', '353', '901']
['228', '129', '242', '261', '922', '300', '422', '403', '221', '822']
['797', '296', '696', '994', '286', '29', '486', '428', '923', '877']
['821', '669', '708', '323', '162', '244', '96', '750', '130', '649']
['446', '429', '509', '955', '522', '552', '484', '342', '416', '846']
['977', '83', '267', '391', '255', '253', '687', '351', '718', '193']
['456', '246', '127', '80', '853', '588', '829', '856', '780', '174']
['706', '30', '404', '116', '510', '540', '379', '894', '934', '365']
['814', '490', '744', '516', '768', '874', '567', '494', '2', '926']
['491', '990', '194', '155', '725', '7', '580', '751', '257', '640']
['650', '942', '438', '513', '159', '204', '270', '682', '558', '568']
